condition,model,x,y
Ca_wave_simple_SERCA_SOCE,1.2,0175,27.30
Ca_wave_simple_SERCA_SOCE,1.2,0175,36.31
Ca_wave_simple_SERCA_SOCE,1.2,0175,86.28
Ca_wave_simple_SERCA_SOCE,1.2,0175,93.55
Ca_wave_simple_SERCA_SOCE,1.2,0350,94.51
Ca_wave_simple_SERCA_SOCE,1.2,0350,46.40
Ca_wave_simple_SERCA_SOCE,1.2,0350,32.66
Ca_wave_simple_SERCA_SOCE,1.2,0350,58.55
Ca_wave_simple_SERCA_SOCE,1.2,0350,55.88
Ca_wave_simple_SERCA_SOCE,1.2,0350,65.49
Ca_wave_simple_SERCA_SOCE,1.2,0350,55.14
Ca_wave_simple_SERCA_SOCE,1.2,0350,100.30
Ca_wave_simple_SERCA_SOCE,1.2,0350,33.93
Ca_wave_simple_SERCA_SOCE,1.2,0350,46.54
Ca_wave_simple_SERCA_SOCE,1.2,0700,99.56
Ca_wave_simple_SERCA_SOCE,1.2,0700,105.87
Ca_wave_simple_SERCA_SOCE,1.2,0700,63.12
Ca_wave_simple_SERCA_SOCE,1.2,0700,80.50
Ca_wave_simple_SERCA_SOCE,1.2,0700,80.82
Ca_wave_simple_SERCA_SOCE,1.2,0700,94.88
Ca_wave_simple_SERCA_SOCE,1.2,0700,117.48
Ca_wave_simple_SERCA_SOCE,1.2,0700,94.22
Ca_wave_simple_SERCA_SOCE,1.2,0700,75.44
Ca_wave_simple_SERCA_SOCE,1.2,0700,93.03
Ca_wave_simple_SERCA_SOCE,1.2,1050,143.89
Ca_wave_simple_SERCA_SOCE,1.2,1050,128.36
Ca_wave_simple_SERCA_SOCE,1.2,1050,123.73
Ca_wave_simple_SERCA_SOCE,1.2,1050,130.44
Ca_wave_simple_SERCA_SOCE,1.2,1050,169.88
Ca_wave_simple_SERCA_SOCE,1.2,1050,159.31
Ca_wave_simple_SERCA_SOCE,1.2,1050,143.17
Ca_wave_simple_SERCA_SOCE,1.2,1050,137.54
Ca_wave_simple_SERCA_SOCE,1.2,1050,133.58
Ca_wave_simple_SERCA_SOCE,1.2,1050,129.61
Ca_wave_simple_SERCA_SOCE,1.2,2000,173.45
Ca_wave_simple_SERCA_SOCE,1.2,2000,140.87
Ca_wave_simple_SERCA_SOCE,1.2,2000,139.11
Ca_wave_simple_SERCA_SOCE,1.2,2000,134.25
Ca_wave_simple_SERCA_SOCE,1.2,2000,188.97
Ca_wave_simple_SERCA_SOCE,1.2,2000,180.27
